,term-or-expression,explicit-or-implicit,lemma,en-contextual-label,en-hate-label,label,pos,id,category,stereotype,level
68,term,explicit,mess,1.0,0,,,,,,
69,term,explicit,troublemakers,1.0,0,,,,,,
70,term,explicit,petty,1.0,0,,,,,,
71,term,explicit,backstabber,0.0,0,,,,,,
72,term,explicit,backstabbers,0.0,0,,,,,,
73,term,explicit,dumb,1.0,0,,,,,,
74,expression,explicit,shut up,1.0,0,,,,,,
75,expression,explicit,shut the hell up,1.0,0,,,,,,
76,expression,explicit,shut your mouth,1.0,0,,,,,,
77,term,explicit,spoiled,1.0,0,,,,,,
78,term,explicit,ass,1.0,0,,,,,,
79,term,explicit,loser / fool,1.0,0,,,,,,
80,term,explicit,shit,1.0,0,,,,,,
81,term,explicit,fancy pants,0.0,0,,,,,,
82,term,explicit,get your head out of your ass,0.0,0,,,,,,
83,term,explicit,shameless,1.0,0,,,,,,
84,term,explicit,(white) trash,1.0,0,,,,,,
85,term,explicit,rude,1.0,0,,,,,,
86,term,explicit,beat it,0.0,0,,,,,,
87,term,explicit,beef,1.0,0,,,,,,
88,expression,explicit,worthless,0.0,0,,,,,,
89,expression,explicit,be green with envy,0.0,0,,,,,,
90,term,explicit,garbage human,1.0,0,,,,,,
91,expression,explicit,piece of garbage,1.0,0,,,,,,
92,term,explicit,bigheaded,0.0,racism,,,,,,
93,term,explicit,fuckery,1.0,0,,,,,,
94,expression,explicit,trash-talk,1.0,0,,,,,,
95,term,explicit,fascist,0.0,partyism,,,,,,
96,term,explicit,gang,0.0,0,,,,,,
97,term,explicit,Bolsonazi,1.0,partyism,,,,,,
98,expression,explicit,milico,0.0,0,,,,,,
99,term,explicit,bankrupt,0.0,0,,,,,,
100,expression,explicit,burn the racist,1.0,0,,,,,,
101,expression,explicit,foul-mouthed,1.0,0,,,,,,
102,term,explicit,annoying,0.0,0,,,,,,
103,term,explicit,unbearable,1.0,0,,,,,,
104,expression,explicit,traitor ,1.0,0,,,,,,
105,expression,explicit,bandit,1.0,0,,,,,,
106,term,explicit,communist,0.0,partyism,,,,,,
107,term,explicit,corrupt,1.0,0,,,,,,
108,term,explicit,iliterate,0.0,0,,,,,,
109,expression,explicit,PT Gang,1.0,partyism,,,,,,
110,term,explicit,ridiculous,1.0,0,,,,,,
111,term,explicit,nasty,1.0,0,,,,,,
112,term,explicit,nastu,1.0,0,,,,,,
113,term,explicit,miserable,0.0,0,,,,,,
114,term,explicit,sleazy,1.0,sexism,,,,,,
115,expression,explicit,hypocrite,1.0,0,,,,,,
116,expression,explicit,fucking scums,1.0,0,,,,,,
117,expression,explicit,yikes,0.0,0,,,,,,
118,term,explicit,shameful,0.0,0,,,,,,
119,term,explicit,brawler,1.0,0,,,,,,
120,term,explicit,dismal,0.0,0,,,,,,
121,term,explicit,non-sense,1.0,0,,,,,,
122,term,explicit,misfit,0.0,0,,,,,,
123,expression,explicit,immoral,1.0,0,,,,,,
124,term,explicit,sneaky,1.0,0,,,,,,
125,term,explicit,potty,0.0,0,,,,,,
126,term,explicit,madman,1.0,0,,,,,,
127,term,explicit,madwoman,1.0,0,,,,,,
128,term,explicit,devil,1.0,0,,,,,,
129,expression,explicit,liberals,1.0,partyism,,,,,,
130,term,explicit,psycho / psychopath,0.0,0,,,,,,
131,term,explicit,drunk,0.0,0,,,,,,
132,term,explicit,moron,1.0,0,,,,,,
133,term,explicit,fibber,1.0,0,,,,,,
134,term,explicit,raggedy,0.0,0,,,,,,
135,term,explicit,scammer,1.0,partyism,,,,,,
136,term,explicit,criminal,0.0,0,,,,,,
137,term,explicit,get fucked,1.0,0,,,,,,
138,term,explicit,drunktard,1.0,0,,,,,,
139,term,explicit,selfish,1.0,0,,,,,,
140,term,explicit,shame,1.0,0,,,,,,
141,term,explicit,vulture,0.0,0,,,,,,
142,term,explicit,jail,1.0,0,,,,,,
143,term,explicit,Beelzebub,0.0,0,,,,,,
144,term,explicit,oldie,1.0,0,,,,,,
145,term,explicit,satan,0.0,0,,,,,,
146,expression,explicit,got what one deserved,0.0,0,,,,,,
147,expression,explicit,you rat,1.0,0,,,,,,
148,term,explicit,blind fool,1.0,0,,,,,,
149,term,explicit,hell,0.0,0,,,,,,
150,term,explicit,alienated,0.0,0,,,,,,
151,term,explicit,retard,0.0,0,,,,,,
152,term,explicit,nazifascit,1.0,partyism,,,,,,
153,term,explicit,brainlesss,0.0,0,,,,,,
154,term,explicit,liar,1.0,0,,,,,,
155,term,explicit,mollusk,0.0,0,,,,,,
156,expression,explicit,stupid person,1.0,0,,,,,,
157,expression,explicit,fucker,1.0,0,,,,,,
158,term,explicit,mafia,1.0,0,,,,,,
159,term,explicit,pustule,0.0,0,,,,,,
160,expression,explicit,backfire,1.0,0,,,,,,
161,expression,explicit,corpse,0.0,0,,,,,,
162,term,explicit,brat,1.0,0,,,,,,
163,term,explicit,witch,0.0,sexism,,,,,,
164,term,explicit,antichrist,0.0,0,,,,,,
165,term,explicit,anti-christ,0.0,0,,,,,,
166,expression,explicit,red ideologist,0.0,0,,,,,,
167,term,explicit,little brat,1.0,0,,,,,,
168,term,explicit,hunch,0.0,0,,,,,,
169,expression,explicit,jibber jabber,0.0,0,,,,,,
170,expression,explicit,pawns,1.0,0,,,,,,
171,term,explicit,smug,1.0,0,,,,,,
172,term,explicit,babe,1.0,sexism,,,,,,
173,term,explicit,puppet,0.0,0,,,,,,
174,term,explicit,dull,1.0,0,,,,,,
175,expression,explicit,sheepskin,1.0,0,,,,,,
176,expression,explicit,ass-kissing,1.0,0,,,,,,
177,expression,explicit,ass kisser ,1.0,0,,,,,,
178,term,explicit,bolsofans,1.0,partyism,,,,,,
179,term,explicit,stupidly,1.0,0,,,,,,
180,term,explicit,fake,1.0,0,,,,,,
181,expression,explicit,bolster,0.0,0,,,,,,
182,expression,explicit,bolstering,0.0,0,,,,,,
183,term,explicit,pig,0.0,fatphobia,,,,,,
184,term,explicit,piggy,0.0,fatphobia,,,,,,
185,term,explicit,twink,0.0,0,,,,,,
186,expression,explicit,light-headed,1.0,0,,,,,,
187,term,explicit,broken,0.0,0,,,,,,
188,expression,explicit,to get yourself into,1.0,0,,,,,,
189,expression,explicit,born with a silver spoon in,0.0,0,,,,,,
190,expression,explicit,scapegoat,1.0,0,,,,,,
191,term,explicit,crap,1.0,0,,,,,,
192,expression,explicit,waste time ,0.0,0,,,,,,
193,expression,explicit,talk of the town,0.0,0,,,,,,
194,expression,explicit,push one's buttons,0.0,0,,,,,,
195,expression,explicit,i've had it ,0.0,0,,,,,,
196,expression,explicit,iPhone-stan socilalist,1.0,partyism,,,,,,
197,term,explicit,blind,1.0,0,,,,,,
198,term,explicit,poor man,1.0,0,,,,,,
199,term,explicit,poor woman,1.0,0,,,,,,
200,expression,explicit,not giving a fuck,1.0,0,,,,,,
201,term,explicit,ugh,1.0,0,,,,,,
202,term,explicit,sucker,1.0,0,,,,,,
203,term,explicit,stupid teenagers,1.0,0,,,,,,
204,term,explicit,play dirty,1.0,0,,,,,,
205,term,explicit,trashdigger,1.0,0,,,,,,
206,term,explicit,nosey kid,1.0,0,,,,,,
207,expression,explicit,nose in the air,1.0,0,,,,,,
208,expression,explicit,nosing in the air,1.0,0,,,,,,
209,term,explicit,dumb luck,0.0,0,,,,,,
210,expression,explicit,ass kisser,0.0,0,,,,,,
211,term,explicit,it-girl,1.0,0,,,,,,
212,term,explicit,fat,1.0,fatphobia,,,,,,
213,expression,explicit,lingerer ,0.0,0,,,,,,
214,term,explicit,botcher,1.0,0,,,,,,
215,term,explicit,light-footed,0.0,0,,,,,,
216,term,explicit,absurd,0.0,0,,,,,,
217,expression,explicit,tattletale,1.0,0,,,,,,
218,term,explicit,despise,1.0,0,,,,,,
219,term,explicit,sheep,0.0,0,,,,,,
220,term,explicit,ugly,1.0,0,,,,,,
221,term,explicit,pettiness,0.0,0,,,,,,
222,term,explicit,clown,0.0,0,,,,,,
223,expression,explicit,ventriloquist puppet,0.0,0,,,,,,
224,term,explicit,off,1.0,0,,,,,,
225,expression,explicit,schnoz,1.0,0,,,,,,
226,expression,explicit,prude,1.0,0,,,,,,
227,expression,explicit,this kind of people,0.0,0,,,,,,
228,term,explicit,posh,1.0,0,,,,,,
229,term,explicit,ignorant,1.0,0,,,,,,
230,expression,explicit,fuck ugly,1.0,0,,,,,,
231,term,explicit,leftist,1.0,partyism,,,,,,
232,expression,explicit,go get a life,0.0,0,,,,,,
233,expression,explicit,holy fuck,1.0,0,,,,,,
234,term,explicit,pussy,1.0,partyism,,,,,,
235,expression,explicit,you selfish fuck,1.0,0,,,,,,
236,term,explicit,prick,1.0,0,,,,,,
237,expression,explicit,con,1.0,0,,,,,,
238,expression,explicit,scramming,1.0,0,,,,,,
239,expression,explicit,spineless,1.0,0,,,,,,
240,expression,explicit,free ride long enough,1.0,0,,,,,,
241,term,explicit,scam,1.0,0,,,,,,
242,term,explicit,butch,1.0,homophobia,,,,,,
243,term,explicit,dyke,0.0,homophobia,,,,,,
244,term,explicit,hog body,1.0,fatphobia,,,,,,
245,term,explicit,beat off,0.0,0,,,,,,
246,expression,explicit,mud,0.0,0,,,,,,
247,expression,explicit,mind your own business,1.0,0,,,,,,
248,term,explicit,horrendous,1.0,0,,,,,,
249,term,explicit,dirtbag,0.0,0,,,,,,
250,expression,explicit,drop dead,1.0,0,,,,,,
251,expression,explicit,ideological garbage,1.0,partyism,,,,,,
252,term,explicit,even a big bitch,1.0,sexism,,,,,,
253,term,explicit,demagogue,0.0,0,,,,,,
254,term,explicit,demagogy,0.0,0,,,,,,
255,expression,explicit,old fox,1.0,0,,,,,,
256,expression,explicit,birds of a feather,1.0,0,,,,,,
257,expression,explicit,viper,1.0,0,,,,,,
258,term,explicit,pity,0.0,0,,,,,,
259,term,explicit,breeze through,1.0,0,,,,,,
260,term,explicit,bribe,1.0,0,,,,,,
261,term,explicit,bribe sucker,1.0,0,,,,,,
262,term,explicit,loathsome,1.0,0,,,,,,
263,expression,explicit,deceiver,0.0,0,,,,,,
264,term,explicit,sly,1.0,0,,,,,,
265,term,explicit,phoney,1.0,0,,,,,,
266,term,explicit,disqualified,0.0,0,,,,,,
267,term,explicit,rat,0.0,0,,,,,,
268,term,explicit,trash bag,1.0,0,,,,,,
269,term,explicit,rotter,1.0,0,,,,,,
270,term,explicit,whore,0.0,sexism,,,,,,
271,expression,explicit,devilish leftists,1.0,partyism,,,,,,
272,term,explicit,old,0.0,0,,,,,,
273,term,explicit,cuckoo,1.0,0,,,,,,
274,expression,explicit,be with your own people,0.0,0,,,,,,
275,term,explicit,crazy,0.0,0,,,,,,
276,expression,explicit,fucking socialist,1.0,partyism,,,,,,
277,expression,explicit,old bitch,1.0,sexism,,,,,,
278,term,explicit,sick,0.0,0,,,,,,
279,term,explicit,kid,0.0,0,,,,,,
280,term,explicit,jungle,0.0,0,,,,,,
281,term,explicit,scram,0.0,0,,,,,,
282,expression,explicit,low-level,0.0,0,,,,,,
283,term,explicit,traitor,1.0,0,,,,,,
284,expression,explicit,do something useful,0.0,0,,,,,,
285,term,explicit,monster,0.0,0,,,,,,
286,term,explicit,coockoo,1.0,0,,,,,,
287,expression,explicit,cockooo,1.0,0,,,,,,
288,term,explicit,lunatic,0.0,0,,,,,,
289,term,explicit,disrespectful,0.0,0,,,,,,
290,expression,explicit,serve time,0.0,0,,,,,,
291,term,explicit,stupid things,1.0,0,,,,,,
292,expression,explicit,trash talker,1.0,0,,,,,,
293,expression,explicit,shit move,1.0,0,,,,,,
294,expression,explicit,shit in your mouth,1.0,0,,,,,,
295,term,explicit,combative,1.0,0,,,,,,
296,term,explicit,piece of junk,1.0,0,,,,,,
297,term,explicit,imbecile,1.0,0,,,,,,
298,term,explicit,sociopath,0.0,0,,,,,,
299,expression,explicit,trashmouth,0.0,0,,,,,,
300,expression,explicit,this creature,0.0,0,,,,,,
301,term,explicit,xenophobic,0.0,0,,,,,,
302,term,explicit,burlesque,0.0,0,,,,,,
303,expression,explicit,horseplay,1.0,0,,,,,,
304,term,explicit,nazi,0.0,0,,,,,,
305,term,explicit,horse,0.0,0,,,,,,
306,term,explicit,minions,0.0,partyism,,,,,,
307,term,explicit,manipulator,1.0,0,,,,,,
308,term,explicit,cuckservative,1.0,partyism,,,,,,
309,expression,explicit,talking shit,1.0,0,,,,,,
310,expression,explicit,shit through the mouth,1.0,0,,,,,,
311,term,explicit,evil,1.0,0,,,,,,
312,term,explicit,jealous,1.0,0,,,,,,
313,term,explicit,authoritarian,0.0,0,,,,,,
314,term,explicit,distasteful,0.0,0,,,,,,
315,term,explicit,murderer,1.0,0,,,,,,
316,term,explicit,dick,0.0,0,,,,,,
317,term,explicit,whorehouse,0.0,sexism,,,,,,
318,term,explicit,terrorist,1.0,0,,,,,,
319,term,explicit,torturer,1.0,0,,,,,,
320,expression,explicit,die in the arse ,1.0,0,,,,,,
321,term,explicit,despicable,1.0,0,,,,,,
322,expression,explicit,to kiss (someone's) ass,1.0,0,,,,,,
323,expression,explicit,bad thing,1.0,0,,,,,,
324,expression,explicit,obnoxious,1.0,0,,,,,,
325,expression,explicit,sewer rat,0.0,0,,,,,,
326,expression,explicit,burn in hell,1.0,0,,,,,,
327,term,explicit,supreme court of trash,1.0,0,,,,,,
328,term,explicit,fraud,1.0,0,,,,,,
329,expression,explicit,bound to death,1.0,0,,,,,,
330,expression,explicit,Martial law,0.0,apology  to  dictatorship,,,,,,
331,expression,explicit,military intervention right away,1.0,0,,,,,,
332,term,explicit,dirty hole,0.0,0,,,,,,
333,term,explicit,little lawyer,1.0,0,,,,,,
334,expression,explicit,legal con,1.0,0,,,,,,
335,expression,explicit,drilling down,1.0,0,,,,,,
336,term,explicit,white collar,1.0,0,,,,,,
337,term,explicit,infamy,1.0,0,,,,,,
338,expression,explicit,military intervention in the supreme court,1.0,apology  to  dictatorship,,,,,,
339,term,explicit,toilet paper ,1.0,0,,,,,,
340,expression,explicit,fucking twats,1.0,0,,,,,,
341,expression,explicit,bad blood,1.0,0,,,,,,
342,term,explicit,piece of shit,1.0,0,,,,,,
343,term,explicit,sewer,0.0,0,,,,,,
344,term,explicit,scam ,1.0,0,,,,,,
345,term,explicit,tabloid,1.0,0,,,,,,
346,term,explicit,gang leader,0.0,0,,,,,,
347,expression,explicit,government intervention,0.0,apology  to  dictatorship,,,,,,
348,expression,explicit,scared shitless,1.0,0,,,,,,
349,term,explicit,dog,0.0,0,,,,,,
350,term,explicit,dumb woke people,1.0,0,,,,,,
351,term,explicit,hellhole,0.0,0,,,,,,
352,term,explicit,mercenary,1.0,0,,,,,,
353,term,explicit,lair ,0.0,0,,,,,,
354,term,explicit,snake,0.0,0,,,,,,
355,term,explicit,beat,1.0,0,,,,,,
356,expression,explicit,whinig,1.0,0,,,,,,
357,expression,explicit,fuck up,1.0,0,,,,,,
358,term,explicit,actress,0.0,0,,,,,,
359,term,explicit,actor,0.0,0,,,,,,
360,term,explicit,hysterical,0.0,sexism,,,,,,
361,term,explicit,stooge,0.0,0,,,,,,
362,expression,explicit,breaking my balls,0.0,0,,,,,,
363,term,explicit,whiny,1.0,0,,,,,,
364,expression,explicit,white trash folks,1.0,racism,,,,,,
365,term,explicit,ameba,0.0,0,,,,,,
366,expression,explicit,turncoat,1.0,0,,,,,,
367,expression,explicit,raining on (someone's) parade,0.0,0,,,,,,
368,expression,explicit,salt your game,0.0,0,,,,,,
369,term,explicit,hitman,1.0,0,,,,,,
370,term,explicit,greasy,0.0,0,,,,,,
371,term,explicit,shitty ,1.0,0,,,,,,
372,term,explicit,dumb and dumbier,1.0,0,,,,,,
373,expression,explicit,be the butt of the joke,0.0,0,,,,,,
374,term,explicit,butt of the joke,0.0,0,,,,,,
375,expression,explicit,damned party,1.0,partyism,,,,,,
376,term,explicit,face,0.0,0,,,,,,
377,expression,explicit,assface,1.0,0,,,,,,
378,expression,explicit,looking like you need to take a dump,1.0,0,,,,,,
379,term,explicit,dishonest,1.0,0,,,,,,
380,term,explicit,ugly ,1.0,0,,,,,,
381,expression,explicit,fucking liberals,1.0,partyism,,,,,,
382,term,explicit,tattler,1.0,0,,,,,,
383,term,explicit,fuuuuuuuuck,1.0,0,,,,,,
384,expression,explicit,sexually flustered,1.0,sexism,,,,,,
385,term,explicit,innocent,0.0,0,,,,,,
386,expression,explicit,discard / blow something off,1.0,0,,,,,,
387,expression,explicit,blow off,1.0,0,,,,,,
388,term,explicit,wet ass pussy,1.0,sexism,,,,,,
389,term,explicit,rock bottom,0.0,0,,,,,,
390,term,explicit,micropenis,1.0,0,,,,,,
391,term,explicit,lib land,1.0,partyism,,,,,,
392,expression,explicit,jews from hell,1.0,antisemitism,,,,,,
393,term,explicit,in shambles,0.0,0,,,,,,
394,term,explicit,misogynist ,1.0,0,,,,,,
395,term,explicit,pedophile,1.0,0,,,,,,
396,term,explicit,ramshackle,0.0,0,,,,,,
397,expression,explicit,dirty mouth,0.0,0,,,,,,
398,term,explicit,fucked up,0.0,0,,,,,,
399,term,explicit,go crazy,1.0,0,,,,,,
400,term,explicit,cynical,1.0,0,,,,,,
401,term,explicit,perv,1.0,0,,,,,,
402,term,explicit,fucking hell,1.0,0,,,,,,
403,term,explicit,mean,1.0,0,,,,,,
404,expression,explicit,(to get) dumped,1.0,0,,,,,,
405,term,explicit,oldy,0.0,0,,,,,,
406,expression,explicit,freak show,1.0,0,,,,,,
407,term,explicit,sordid,1.0,0,,,,,,
408,term,explicit,nazi journalist,1.0,antisemitism,,,,,,
409,term,explicit,abject,1.0,0,,,,,,
410,term,explicit,Lucifer,0.0,0,,,,,,
411,term,explicit,second handed,0.0,0,,,,,,
412,term,explicit,second-hand,0.0,0,,,,,,
413,term,explicit,Christophobe,1.0,0,,,,,,
414,expression,explicit,yellow press,1.0,0,,,,,,
415,term,explicit,barf,1.0,0,,,,,,
416,term,explicit,rapist,1.0,0,,,,,,
417,expression,explicit,poorly fucked,1.0,sexism,,,,,,
418,term,explicit,posessed,1.0,0,,,,,,
419,term,explicit,wickedness,1.0,0,,,,,,
420,term,explicit,dumb shit,1.0,0,,,,,,
421,term,explicit,coward,1.0,0,,,,,,
422,term,explicit,fag,1.0,homophobia,,,,,,
423,expression,explicit,closet faggot,1.0,homophobia,,,,,,
424,expression,explicit,batshit crazy,1.0,0,,,,,,
425,term,explicit,vandalism,1.0,0,,,,,,
426,term,explicit,frustrated,1.0,0,,,,,,
427,term,explicit,revolted,1.0,0,,,,,,
428,term,explicit,tyrant,1.0,0,,,,,,
429,term,explicit,demiurge,0.0,0,,,,,,
430,term,explicit,satanist,1.0,0,,,,,,
431,term,explicit,freak,1.0,0,,,,,,
432,term,explicit,obnoxious / loudmouth,1.0,0,,,,,,
433,term,explicit,devilsh,1.0,0,,,,,,
434,term,explicit,devilish,1.0,0,,,,,,
435,term,explicit,shady,0.0,0,,,,,,
436,term,explicit,commie,1.0,partyism,,,,,,
437,term,explicit,arsonist,1.0,0,,,,,,
438,term,explicit,to piss off,1.0,0,,,,,,
439,term,explicit,troublemaker,1.0,0,,,,,,
440,term,explicit,con man,1.0,0,,,,,,
441,term,explicit,misgovernment,1.0,0,,,,,,
442,expression,explicit,whitewashed tomb,1.0,0,,,,,,
443,expression,explicit,fake moralist,1.0,0,,,,,,
444,expression,explicit,second-rate,1.0,0,,,,,,
445,expression,explicit,religion fucked,1.0,religious intolerance,,,,,,
446,expression,explicit,german shepherd,1.0,religious intolerance,,,,,,
447,term,explicit,pharisian / traitor,0.0,0,,,,,,
448,expression,explicit,false shepherd,1.0,religious intolerance,,,,,,
449,term,explicit,hypochristian,1.0,religious intolerance,,,,,,
450,term,explicit,vile,1.0,0,,,,,,
451,term,explicit,gangster,1.0,0,,,,,,
452,term,explicit,crook,1.0,0,,,,,,
453,term,explicit,pariah,0.0,0,,,,,,
454,term,explicit,cuck / cuckold,1.0,0,,,,,,
455,term,explicit,faggot,1.0,homophobia,,,,,,
456,term,explicit,pitty,0.0,0,,,,,,
457,term,explicit,mummy,0.0,0,,,,,,
458,term,explicit,damned,0.0,0,,,,,,
459,term,explicit,damend,0.0,0,,,,,,
460,term,explicit,dangerous,0.0,0,,,,,,
461,term,explicit,submissive,0.0,0,,,,,,
462,term,explicit,abnormal,1.0,0,,,,,,
463,term,explicit,hell with,1.0,0,,,,,,
464,term,explicit,freaked out,1.0,0,,,,,,
465,term,explicit,freak out,1.0,0,,,,,,
466,term,explicit,hogbody,0.0,fatphobia,,,,,,
467,term,explicit,freaking out,0.0,0,,,,,,
468,term,explicit,decadent,0.0,0,,,,,,
469,term,explicit,feminazi,1.0,sexism,,,,,,
470,term,explicit,voodoo,0.0,religious intolerance,,,,,,
471,term,explicit,evil spirit,0.0,0,,,,,,
472,term,explicit,wretched,1.0,0,,,,,,
473,term,explicit,drug dealer,1.0,0,,,,,,
474,expression,explicit,fuck off,1.0,0,,,,,,
475,term,explicit,trouble,1.0,0,,,,,,
476,term,explicit,elitist,0.0,0,,,,,,
477,term,explicit,unreasonable,1.0,0,,,,,,
478,term,explicit,commies,0.0,partyism,,,,,,
479,term,explicit,robot,0.0,0,,,,,,
480,term,explicit,little robot,0.0,0,,,,,,
481,term,explicit,dictator,0.0,0,,,,,,
482,term,explicit,useless,0.0,0,,,,,,
483,term,explicit,take a dump,0.0,0,,,,,,
484,term,explicit,juvie,1.0,0,,,,,,
485,term,explicit,cuckold / cuck,0.0,0,,,,,,
486,term,explicit,robber,1.0,0,,,,,,
487,expression,explicit,dicatorship widow,1.0,apology  to  dictatorship,,,,,,
488,expression,explicit,poor democrat,1.0,partyism,,,,,,
489,term,explicit,dumb bitch,0.0,0,,,,,,
490,term,explicit,stinky,0.0,0,,,,,,
491,term,explicit,monkey,0.0,racism,,,,,,
492,term,explicit,ugly bitch,1.0,0,,,,,,
493,term,explicit,fat-ass,0.0,sexism,,,,,,
494,term,explicit,gutted rabbit,0.0,sexism,,,,,,
495,expression,explicit,drop of water,0.0,0,,,,,,
496,term,explicit,blind sheep,1.0,religious intolerance,,,,,,
497,term,explicit,bootlicker,1.0,partyism,,,,,,
498,expression,explicit,sonovabitch,1.0,0,,,,,,
499,term,explicit,misogyny,0.0,0,,,,,,
500,term,explicit,pathetically,0.0,0,,,,,,
501,expression,explicit,lock him up,1.0,0,,,,,,
502,expression,explicit,lock her up,1.0,0,,,,,,
503,term,explicit,betrayal,1.0,0,,,,,,
504,expression,explicit,fucking preacher,1.0,religious intolerance,,,,,,
505,expression,explicit,chucky,0.0,0,,,,,,
506,term,explicit,gunge,0.0,0,,,,,,
507,term,explicit,jerk off,1.0,0,,,,,,
508,term,explicit,circle jerk,1.0,0,,,,,,
509,term,explicit,cock,0.0,0,,,,,,
510,term,explicit,buffin' the muffin,1.0,0,,,,,,
511,term,explicit,janitor,0.0,0,,,,,,
512,term,explicit,stud,0.0,0,,,,,,
513,term,explicit,hottie,0.0,0,,,,,,
514,expression,explicit,racist fuck,1.0,0,,,,,,
515,term,explicit,poor thing,0.0,0,,,,,,
516,expression,explicit,full of himself,0.0,0,,,,,,
517,expression,explicit,full of herself,0.0,0,,,,,,
518,term,explicit,obsolete,0.0,0,,,,,,
519,term,explicit,incompetent,0.0,0,,,,,,
520,term,explicit,aversion,0.0,0,,,,,,
521,term,explicit,horrible,1.0,0,,,,,,
522,term,explicit,scene,0.0,0,,,,,,
523,expression,explicit,devil pray,1.0,0,,,,,,
524,term,explicit,pathetic,0.0,0,,,,,,
525,term,explicit,mediocre,1.0,0,,,,,,
526,term,explicit,hellish,1.0,partyism,,,,,,
527,term,explicit,ostracism,0.0,0,,,,,,
528,term,explicit,vain,0.0,0,,,,,,
529,term,explicit,hitchhiker,0.0,0,,,,,,
530,term,explicit,fuck you kid,0.0,0,,,,,,
531,term,explicit,country camper slut,1.0,sexism,,,,,,
532,expression,explicit,jew from hell,1.0,antisemitism,,,,,,
533,term,explicit,little communist,1.0,partyism,,,,,,
534,expression,explicit,brainwash,1.0,0,,,,,,
535,term,explicit,colonialist,0.0,0,,,,,,
536,expression,explicit,come out of the closet,0.0,homophobia,,,,,,
537,expression,explicit,holy shit,1.0,0,,,,,,
538,term,explicit,wrecked,0.0,0,,,,,,
539,term,explicit,guilty,0.0,0,,,,,,
540,expression,implicit,fucked in the ass,1.0,0,,,,,,
541,expression,implicit,motherless,0.0,0,,,,,,
542,expression,implicit,better keep your mouth shut,1.0,0,,,,,,
543,expression,implicit,you fool no one,1.0,0,,,,,,
544,expression,implicit,loudmouth,1.0,0,,,,,,
545,expression,implicit,dork,1.0,0,,,,,,
546,expression,implicit,raise hell,1.0,0,,,,,,
547,expression,implicit,empty head,1.0,0,,,,,,
548,expression,implicit,mouth gag,0.0,0,,,,,,
549,expression,implicit,fake as 3 dollar bill,1.0,0,,,,,,
550,expression,implicit,sour grapes,0.0,0,,,,,,
551,expression,implicit,turn a blind eye,0.0,0,,,,,,
552,expression,implicit,stick at nothing,0.0,0,,,,,,
553,expression,implicit,get a job,0.0,0,,,,,,
554,expression,implicit,lazy ass,0.0,0,,,,,,
555,expression,implicit,cage house,0.0,0,,,,,,
556,expression,implicit,go back tot he cage,0.0,0,,,,,,
557,expression,implicit,wandering,0.0,0,,,,,,
558,expression,implicit,go have your bread with mortadella,0.0,0,,,,,,
559,expression,implicit,suck a dick,1.0,sexism,,,,,,
560,expression,implicit,get help,0.0,0,,,,,,
561,term,implicit,nobody,1.0,0,,,,,,
562,expression,implicit,rough face,1.0,sexism,,,,,,
563,expression,implicit,ladies of the night (hoes),1.0,sexism,,,,,,
564,expression,implicit,give back my money,0.0,0,,,,,,
565,expression,implicit,go fly a kite,0.0,0,,,,,,
566,expression,implicit,get lost,0.0,0,,,,,,
567,expression,implicit,nice rider,1.0,0,,,,,,
568,expression,implicit,find your own people,0.0,0,,,,,,
569,expression,implicit,grafting crook,1.0,0,,,,,,
570,expression,implicit,dirty money,0.0,0,,,,,,
571,expression,implicit,wash that mouth,0.0,0,,,,,,
572,expression,implicit,in jail,1.0,0,,,,,,
573,expression,implicit,money laundering,0.0,0,,,,,,
574,expression,implicit,verbal diarrhea,1.0,0,,,,,,
575,expression,implicit,worthlessness,1.0,0,,,,,,
576,New terms realease,,,,,,,,,,
577,,,Hun,,,True,noun,,,,
578,,,Jap,,,True,noun,,,,
579,,,Jihadi,,,True,noun,,,,
580,,,Yardie,,,True,noun,,,,
581,,,abasement,,,False,noun,,,,
582,,,abhor,,,True,verb,,,,
583,,,abjure,,,False,verb,,,,
584,,,abolish,,,False,verb,,,,
585,,,abominable,,,True,adj,,,,
586,,,abomination,,,True,noun,,,,
587,,,abscond,,,False,verb,,,,
588,,,absence,,,False,noun,,,,
589,,,absurdity,,,False,noun,,,,
590,,,abuse,,,False,noun,,,,
591,,,abusive,,,True,adj,,,,
592,,,accost,,,False,verb,,,,
593,,,accuse,,,False,verb,,,,
594,,,addiction,,,False,noun,,,,
595,,,admonishment,,,False,noun,,,,
596,,,admonition,,,False,noun,,,,
597,,,adulteration,,,False,noun,,,,
598,,,adverse,,,False,adj,,,,
599,,,adversity,,,False,noun,,,,
600,,,affectation,,,False,noun,,,,
601,,,afflict,,,False,verb,,,,
602,,,affront,,,True,noun,,,,
603,,,afraid,,,False,adj,,,,
604,,,aggravation,,,False,noun,,,,
605,,,aggression,,,False,noun,,,,
606,,,aggressor,,,False,noun,,,,
607,,,agitate,,,False,verb,,,,
608,,,agitation,,,False,noun,,,,
609,,,agitator,,,True,noun,,,,
610,,,agonize,,,False,verb,,,,
611,,,agonizing,,,False,adj,,,,
612,,,ail,,,False,verb,,,,
613,,,aimless,,,False,adj,,,,
614,,,alarm,,,False,verb,,,,
615,,,alarming,,,False,adj,,,,
616,,,alienate,,,False,verb,,,,
617,,,alienation,,,False,noun,,,,
618,,,allegation,,,False,noun,,,,
